 ,0.954 ,0.961 ,-74.775 ,-17.836 ,14.601 ,99.228 ,0.893 ,2.000
 ,0.975 ,1.000 ,-67.163 ,-17.767 ,14.168 ,99.228 ,0.897 ,2.000
 ,0.922 ,0.941 ,-69.337 ,-18.073 ,14.516 ,98.930 ,0.888 ,2.000
 ,0.925 ,0.925 ,-69.414 ,-17.834 ,15.549 ,121.156 ,0.878 ,2.000
 ,0.941 ,0.979 ,-67.632 ,-18.148 ,16.470 ,98.930 ,0.912 ,2.000
 ,0.947 ,0.979 ,-70.749 ,-18.097 ,14.272 ,87.196 ,0.911 ,2.000
 ,0.952 ,0.929 ,-70.188 ,-18.082 ,14.120 ,90.871 ,0.905 ,2.000
 ,0.934 ,1.000 ,-72.943 ,-18.077 ,14.385 ,94.080 ,0.906 ,2.000
 ,0.918 ,0.973 ,-71.892 ,-17.846 ,5.778 ,61.819 ,0.899 ,3.000
 ,0.928 ,0.917 ,-71.753 ,-18.015 ,6.080 ,71.077 ,0.909 ,3.000
 ,0.908 ,0.843 ,-73.398 ,-18.081 ,5.689 ,70.677 ,0.918 ,3.000
 ,0.920 ,0.868 ,-72.332 ,-18.396 ,5.650 ,64.811 ,0.899 ,3.000
 ,0.857 ,0.833 ,-71.789 ,-18.216 ,5.138 ,54.308 ,0.890 ,3.000
 ,0.933 ,0.947 ,-73.835 ,-18.171 ,5.754 ,64.415 ,0.910 ,3.000
 ,0.922 ,0.930 ,-72.297 ,-18.254 ,5.973 ,60.641 ,0.910 ,3.000
 ,0.956 ,0.959 ,-74.105 ,-18.053 ,8.683 ,69.825 ,0.880 ,3.000
 ,0.946 ,0.944 ,-68.958 ,-17.888 ,8.886 ,78.939 ,0.869 ,3.000
 ,0.921 ,0.861 ,-69.958 ,-18.198 ,8.411 ,78.675 ,0.907 ,3.000
 ,0.982 ,0.976 ,-74.580 ,-18.113 ,8.405 ,83.856 ,0.892 ,3.000
 ,0.954 ,0.973 ,-76.189 ,-17.808 ,8.507 ,74.197 ,0.854 ,3.000
 ,0.954 ,1.000 ,-76.469 ,-18.068 ,8.210 ,68.834 ,0.883 ,3.000
 ,0.956 ,0.895 ,-72.566 ,-18.336 ,8.168 ,73.920 ,0.876 ,3.000
 ,0.960 ,0.978 ,-71.933 ,-18.460 ,7.251 ,70.182 ,0.897 ,3.000
 ,0.981 ,0.929 ,-70.609 ,-18.904 ,15.041 ,108.874 ,0.892 ,4.000
 ,0.976 ,0.897 ,-71.497 ,-19.073 ,14.338 ,96.374 ,0.942 ,4.000
 ,0.973 ,0.878 ,-71.965 ,-18.903 ,13.615 ,101.199 ,0.933 ,4.000
 ,0.974 ,0.848 ,-72.373 ,-18.680 ,13.176 ,99.079 ,0.927 ,4.000
 ,0.994 ,0.977 ,-71.498 ,-18.911 ,13.915 ,98.838 ,0.959 ,4.000
 ,1.000 ,1.000 ,-73.543 ,-18.647 ,13.971 ,102.826 ,0.918 ,4.000
 ,0.990 ,0.944 ,-71.450 ,-18.831 ,13.719 ,93.892 ,0.897 ,4.000
 ,1.000 ,1.000 ,-72.785 ,-18.321 ,16.278 ,138.274 ,0.872 ,4.000
 ,0.994 ,0.972 ,-72.972 ,-18.612 ,15.636 ,118.981 ,0.892 ,4.000
 ,0.989 ,0.949 ,-73.033 ,-18.387 ,15.502 ,133.681 ,0.887 ,4.000
 ,0.990 ,0.955 ,-71.371 ,-18.423 ,15.385 ,109.334 ,0.848 ,4.000
 ,1.000 ,1.000 ,-72.529 ,-18.312 ,14.962 ,116.224 ,0.866 ,4.000
 ,0.994 ,0.974 ,-71.119 ,-18.494 ,15.628 ,113.454 ,0.874 ,4.000
 ,0.984 ,0.936 ,-71.659 ,-18.468 ,15.986 ,108.908 ,0.872 ,4.000
 ,0.954 ,0.690 ,-69.856 ,-19.158 ,15.058 ,104.699 ,0.895 ,4.000
 ,0.971 ,0.760 ,-70.239 ,-19.169 ,15.095 ,118.862 ,0.899 ,4.000
 ,0.944 ,0.677 ,-71.180 ,-19.438 ,14.936 ,116.224 ,0.920 ,4.000
 ,0.958 ,0.625 ,-72.902 ,-19.245 ,13.931 ,108.615 ,0.925 ,4.000
 ,0.943 ,0.714 ,-70.201 ,-19.723 ,14.882 ,98.930 ,0.951 ,4.000
 ,0.921 ,0.464 ,-72.438 ,-19.407 ,14.838 ,133.664 ,0.897 ,4.000
 ,0.912 ,0.457 ,-70.146 ,-19.372 ,16.367 ,118.165 ,0.915 ,4.000
 ,0.896 ,0.459 ,-71.973 ,-19.600 ,15.056 ,98.196 ,0.929 ,4.000
 ,0.936 ,0.571 ,-73.001 ,-19.781 ,14.397 ,98.736 ,0.903 ,4.000
 ,0.911 ,0.379 ,-71.084 ,-19.720 ,15.754 ,113.928 ,0.949 ,4.000
 ,0.936 ,0.645 ,-75.482 ,-19.229 ,13.246 ,118.402 ,0.889 ,4.000
 ,0.926 ,0.500 ,-74.385 ,-19.264 ,13.688 ,113.586 ,0.913 ,4.000
 ,0.933 ,0.586 ,-73.753 ,-19.238 ,13.587 ,138.136 ,0.920 ,4.000
 ,0.932 ,0.536 ,-73.923 ,-19.301 ,13.855 ,103.717 ,0.886 ,4.000
 ,0.967 ,0.696 ,-73.810 ,-18.866 ,13.720 ,98.767 ,0.880 ,4.000
 ,0.951 ,0.724 ,-74.714 ,-18.417 ,13.703 ,113.928 ,0.910 ,4.000
 ,0.955 ,0.742 ,-76.187 ,-19.522 ,11.962 ,94.174 ,0.847 ,4.000
 ,0.972 ,0.824 ,-72.956 ,-19.176 ,15.103 ,98.767 ,0.865 ,4.000
 ,0.961 ,0.774 ,-72.217 ,-19.119 ,14.591 ,118.862 ,0.840 ,4.000
 ,0.965 ,0.794 ,-69.424 ,-18.657 ,14.812 ,94.174 ,0.868 ,4.000
 ,0.987 ,0.965 ,-76.849 ,-18.405 ,12.591 ,89.154 ,1.245 ,5.000
 ,0.996 ,0.988 ,-77.374 ,-18.442 ,11.774 ,78.935 ,1.280 ,5.000
 ,1.000 ,1.000 ,-77.249 ,-18.359 ,11.489 ,79.014 ,1.198 ,5.000
 ,1.000 ,1.000 ,-77.493 ,-18.256 ,12.541 ,74.421 ,1.255 ,5.000
 ,1.000 ,1.000 ,-77.665 ,-18.019 ,11.568 ,74.421 ,1.293 ,5.000
 ,1.000 ,1.000 ,-79.489 ,-18.405 ,11.659 ,78.280 ,1.383 ,5.000
 ,0.991 ,0.979 ,-79.484 ,-18.318 ,11.498 ,79.014 ,1.331 ,5.000
 ,0.995 ,0.986 ,-77.815 ,-18.345 ,12.267 ,78.935 ,1.192 ,5.000
 ,0.996 ,0.988 ,-78.200 ,-18.254 ,12.364 ,83.851 ,1.303 ,5.000
 ,0.996 ,0.989 ,-78.898 ,-18.260 ,11.941 ,74.346 ,1.245 ,5.000
 ,0.992 ,0.975 ,-77.932 ,-18.189 ,12.748 ,92.120 ,1.147 ,5.000
 ,0.996 ,0.986 ,-77.488 ,-18.167 ,12.734 ,89.950 ,1.278 ,5.000
 ,1.000 ,1.000 ,-76.202 ,-18.045 ,12.828 ,85.262 ,1.373 ,5.000
 ,0.996 ,0.987 ,-78.077 ,-18.247 ,12.602 ,89.121 ,1.312 ,5.000
 ,1.000 ,1.000 ,-77.064 ,-18.175 ,12.508 ,84.017 ,1.379 ,5.000
 ,0.992 ,0.989 ,-80.034 ,-18.214 ,12.290 ,79.395 ,1.511 ,5.000
 ,0.996 ,0.987 ,-78.773 ,-17.948 ,12.845 ,89.121 ,1.109 ,5.000
 ,1.000 ,1.000 ,-79.624 ,-17.780 ,12.567 ,87.680 ,1.152 ,5.000
 ,0.987 ,0.966 ,-77.349 ,-18.064 ,14.263 ,89.065 ,1.176 ,5.000
 ,0.996 ,0.988 ,-78.354 ,-18.080 ,13.590 ,96.374 ,1.196 ,5.000
 ,1.000 ,1.000 ,-77.753 ,-18.022 ,13.849 ,96.471 ,1.183 ,5.000
 ,0.991 ,0.975 ,-76.641 ,-17.792 ,14.173 ,86.424 ,1.115 ,5.000
 ,1.000 ,1.000 ,-77.178 ,-17.825 ,14.692 ,92.763 ,1.148 ,5.000
 ,0.992 ,0.978 ,-77.792 ,-17.980 ,13.918 ,88.402 ,1.183 ,5.000
 ,0.995 ,0.987 ,-75.774 ,-18.218 ,13.096 ,91.231 ,1.199 ,5.000
 ,0.996 ,0.986 ,-77.561 ,-18.189 ,13.583 ,98.930 ,1.202 ,5.000
 ,0.983 ,0.953 ,-77.217 ,-18.113 ,13.054 ,79.395 ,1.199 ,5.000
 ,1.000 ,1.000 ,-77.114 ,-18.065 ,12.978 ,93.747 ,1.185 ,5.000
 ,0.991 ,0.975 ,-75.843 ,-18.245 ,13.394 ,99.128 ,1.181 ,5.000
 ,0.996 ,0.986 ,-77.960 ,-17.926 ,12.727 ,89.121 ,1.112 ,5.000
 ,1.000 ,1.000 ,-77.323 ,-18.339 ,13.066 ,89.032 ,1.214 ,5.000
 ,0.991 ,0.988 ,-76.934 ,-18.123 ,13.397 ,96.181 ,1.229 ,5.000
 ,0.952 ,0.903 ,-78.058 ,-19.605 ,8.552 ,118.521 ,0.696 ,6.000
 ,0.872 ,0.703 ,-79.398 ,-20.086 ,7.459 ,103.135 ,0.692 ,6.000
 ,0.965 ,0.893 ,-78.946 ,-19.277 ,8.007 ,131.389 ,0.676 ,6.000
 ,0.974 ,0.917 ,-80.083 ,-19.932 ,6.776 ,117.751 ,0.681 ,6.000
 ,0.972 ,0.917 ,-78.520 ,-19.624 ,8.501 ,131.648 ,0.669 ,6.000
 ,0.964 ,0.885 ,-77.899 ,-19.097 ,8.648 ,127.848 ,0.683 ,6.000
 ,0.986 ,0.964 ,-78.887 ,-19.546 ,7.946 ,142.709 ,0.680 ,6.000
 ,0.973 ,0.914 ,-77.124 ,-18.803 ,10.702 ,155.914 ,0.725 ,6.000
 ,0.977 ,0.931 ,-77.305 ,-18.908 ,11.611 ,175.422 ,0.762 ,6.000
 ,0.989 ,0.964 ,-78.105 ,-18.624 ,10.610 ,158.363 ,0.713 ,6.000
 ,0.990 ,0.964 ,-77.358 ,-18.840 ,11.282 ,177.603 ,0.704 ,6.000
 ,1.000 ,1.000 ,-75.901 ,-18.654 ,11.682 ,168.269 ,0.713 ,6.000
 ,1.000 ,1.000 ,-78.532 ,-18.566 ,11.171 ,177.657 ,0.706 ,6.000
 ,0.977 ,0.931 ,-75.453 ,-18.896 ,12.224 ,192.821 ,0.726 ,6.000
 ,0.981 ,0.968 ,-74.566 ,-19.083 ,10.271 ,117.406 ,0.734 ,6.000
 ,0.955 ,0.852 ,-77.567 ,-19.263 ,10.733 ,147.988 ,0.779 ,6.000
 ,0.989 ,0.957 ,-77.246 ,-19.121 ,10.258 ,136.817 ,0.727 ,6.000
 ,0.989 ,0.969 ,-77.395 ,-19.063 ,9.895 ,123.091 ,0.728 ,6.000
 ,1.000 ,1.000 ,-74.756 ,-19.269 ,10.706 ,157.921 ,0.776 ,6.000
 ,1.000 ,1.000 ,-76.381 ,-18.875 ,10.709 ,173.188 ,0.787 ,6.000
 ,0.979 ,0.939 ,-75.182 ,-18.877 ,10.752 ,148.841 ,0.722 ,6.000
 ,0.973 ,0.952 ,-78.277 ,-18.989 ,8.523 ,144.187 ,0.750 ,6.000
 ,0.963 ,0.893 ,-75.135 ,-19.029 ,10.044 ,176.626 ,0.724 ,6.000
 ,0.989 ,0.972 ,-77.351 ,-19.188 ,9.550 ,142.279 ,0.713 ,6.000
 ,1.000 ,1.000 ,-77.145 ,-19.180 ,9.781 ,152.207 ,0.686 ,6.000
 ,1.000 ,1.000 ,-76.395 ,-18.981 ,9.629 ,161.875 ,0.714 ,6.000
 ,0.987 ,0.972 ,-78.307 ,-19.343 ,8.792 ,142.968 ,0.772 ,6.000
 ,0.962 ,0.893 ,-76.449 ,-18.936 ,9.987 ,167.741 ,0.710 ,6.000
 ,0.982 ,0.954 ,-76.662 ,-18.095 ,12.842 ,93.654 ,0.900 ,7.000
 ,1.000 ,1.000 ,-76.200 ,-18.334 ,13.923 ,98.767 ,0.873 ,7.000
 ,1.000 ,1.000 ,-74.183 ,-17.880 ,14.331 ,124.034 ,0.871 ,7.000
 ,1.000 ,1.000 ,-75.908 ,-18.214 ,13.884 ,99.162 ,0.886 ,7.000
 ,0.983 ,0.944 ,-74.005 ,-18.389 ,15.091 ,99.228 ,0.891 ,7.000
 ,0.994 ,0.979 ,-71.096 ,-17.757 ,14.871 ,118.862 ,0.913 ,7.000
 ,1.000 ,1.000 ,-70.062 ,-18.205 ,14.136 ,118.862 ,0.862 ,7.000
 ,0.983 ,0.921 ,-69.708 ,-18.290 ,15.417 ,124.034 ,0.865 ,7.000
 ,1.000 ,1.000 ,-72.415 ,-18.154 ,14.930 ,104.814 ,0.997 ,7.000
 ,0.993 ,1.000 ,-69.746 ,-18.326 ,12.639 ,118.521 ,0.883 ,7.000
 ,1.000 ,1.000 ,-71.022 ,-18.136 ,15.117 ,121.278 ,0.942 ,7.000
 ,0.995 ,0.975 ,-71.921 ,-18.179 ,15.008 ,127.707 ,0.890 ,7.000
 ,1.000 ,1.000 ,-71.309 ,-18.214 ,15.119 ,118.862 ,0.971 ,7.000
 ,0.994 ,0.978 ,-68.415 ,-18.232 ,15.769 ,104.617 ,0.888 ,7.000
 ,1.000 ,1.000 ,-69.888 ,-17.884 ,16.058 ,128.499 ,0.851 ,7.000
 ,1.000 ,1.000 ,-72.421 ,-18.274 ,15.138 ,124.814 ,0.897 ,7.000
 ,1.000 ,1.000 ,-70.092 ,-18.451 ,14.887 ,109.334 ,0.906 ,7.000
 ,0.995 ,0.983 ,-74.787 ,-18.424 ,15.209 ,113.928 ,0.876 ,7.000
 ,0.981 ,0.940 ,-69.824 ,-18.166 ,15.486 ,136.725 ,0.980 ,7.000
 ,0.994 ,0.978 ,-73.055 ,-18.189 ,14.125 ,113.961 ,0.869 ,7.000
 ,0.985 ,0.945 ,-69.857 ,-18.003 ,15.619 ,137.617 ,0.898 ,7.000
 ,0.988 ,0.951 ,-71.288 ,-18.479 ,15.048 ,118.402 ,0.922 ,7.000
 ,0.995 ,0.975 ,-71.271 ,-18.324 ,14.473 ,113.272 ,0.908 ,7.000
 ,0.994 ,0.979 ,-70.134 ,-18.453 ,15.359 ,114.870 ,0.941 ,7.000
 ,0.994 ,0.976 ,-71.604 ,-18.282 ,15.195 ,118.402 ,0.865 ,7.000
 ,0.989 ,0.953 ,-72.478 ,-17.907 ,15.467 ,124.034 ,0.936 ,7.000
 ,0.994 ,0.980 ,-72.038 ,-19.017 ,15.026 ,112.896 ,0.937 ,7.000
 ,0.984 ,0.960 ,-71.173 ,-18.271 ,14.270 ,98.767 ,0.888 ,7.000
 ,0.989 ,0.952 ,-71.460 ,-18.022 ,15.099 ,118.624 ,0.910 ,7.000
 ,0.986 ,0.964 ,-70.990 ,-18.478 ,14.529 ,118.085 ,0.956 ,7.000
 ,1.000 ,1.000 ,-72.571 ,-18.131 ,15.248 ,109.359 ,0.869 ,7.000
 ,0.994 ,0.981 ,-71.531 ,-18.415 ,14.877 ,113.928 ,0.921 ,7.000
 ,0.981 ,0.951 ,-73.743 ,-18.153 ,14.493 ,99.228 ,0.881 ,7.000
 ,0.994 ,0.966 ,-71.604 ,-17.804 ,15.194 ,137.678 ,0.912 ,7.000
 ,1.000 ,1.000 ,-70.749 ,-18.009 ,15.171 ,103.888 ,0.931 ,7.000
 ,0.994 ,0.971 ,-72.730 ,-17.727 ,15.759 ,137.622 ,0.891 ,7.000
 ,1.000 ,1.000 ,-76.561 ,-18.228 ,13.892 ,112.320 ,0.914 ,7.000
 ,0.994 ,0.974 ,-74.980 ,-17.943 ,14.951 ,127.690 ,0.880 ,7.000
 ,0.988 ,0.961 ,-73.029 ,-18.429 ,13.923 ,118.402 ,0.926 ,7.000
 ,0.995 ,0.978 ,-76.313 ,-18.116 ,14.062 ,113.928 ,0.889 ,7.000
 ,1.000 ,1.000 ,-77.495 ,-17.968 ,14.235 ,125.244 ,0.894 ,7.000
 ,1.000 ,1.000 ,-75.452 ,-18.015 ,14.858 ,128.499 ,0.866 ,7.000
 ,0.989 ,0.964 ,-72.934 ,-18.051 ,15.044 ,103.821 ,0.906 ,7.000
 ,0.994 ,0.976 ,-75.394 ,-18.286 ,14.931 ,153.281 ,0.879 ,7.000
 ,1.000 ,1.000 ,-75.691 ,-18.227 ,14.366 ,121.278 ,0.924 ,7.000
 ,0.983 ,0.940 ,-73.714 ,-18.399 ,14.046 ,118.503 ,0.868 ,7.000
 ,0.994 ,0.982 ,-73.448 ,-17.991 ,14.883 ,114.341 ,0.877 ,7.000
 ,0.994 ,0.977 ,-74.604 ,-18.746 ,14.753 ,127.652 ,0.949 ,7.000
 ,1.000 ,1.000 ,-74.187 ,-18.201 ,15.935 ,124.034 ,0.963 ,7.000
 ,0.989 ,0.957 ,-72.183 ,-18.045 ,14.639 ,108.547 ,0.887 ,7.000
 ,0.994 ,0.976 ,-70.746 ,-17.736 ,14.503 ,123.848 ,0.894 ,7.000
 ,0.988 ,0.955 ,-71.424 ,-18.169 ,14.807 ,132.369 ,0.903 ,7.000
 ,0.994 ,0.977 ,-70.669 ,-18.260 ,15.396 ,118.402 ,0.910 ,7.000
 ,0.995 ,0.964 ,-70.433 ,-17.442 ,16.178 ,130.465 ,0.880 ,7.000
 ,1.000 ,1.000 ,-71.679 ,-18.400 ,14.019 ,113.928 ,0.880 ,7.000
 ,0.989 ,0.958 ,-69.625 ,-18.161 ,15.818 ,103.888 ,0.886 ,7.000
 ,0.994 ,0.982 ,-69.000 ,-18.444 ,15.693 ,123.036 ,0.901 ,7.000
 ,0.995 ,0.980 ,-74.743 ,-18.470 ,14.691 ,123.910 ,0.897 ,7.000
 ,0.994 ,0.982 ,-73.099 ,-18.535 ,14.636 ,121.278 ,0.944 ,7.000
 ,0.988 ,0.970 ,-70.948 ,-18.588 ,14.952 ,111.065 ,0.982 ,7.000
 ,0.995 ,0.985 ,-70.942 ,-18.883 ,14.431 ,99.128 ,0.929 ,7.000
 ,0.988 ,0.959 ,-71.798 ,-18.660 ,13.110 ,113.242 ,0.921 ,7.000
 ,0.979 ,0.930 ,-72.549 ,-18.589 ,14.962 ,99.128 ,0.918 ,7.000
 ,0.995 ,0.975 ,-72.512 ,-18.236 ,15.068 ,113.847 ,0.940 ,7.000
 ,1.000 ,1.000 ,-74.734 ,-18.313 ,14.375 ,140.902 ,0.966 ,7.000
 ,0.994 ,0.977 ,-73.587 ,-18.448 ,14.515 ,123.091 ,0.957 ,7.000
 ,0.988 ,0.965 ,-70.233 ,-18.415 ,15.217 ,113.961 ,0.932 ,7.000
 ,1.000 ,1.000 ,-72.864 ,-18.327 ,14.704 ,98.668 ,0.922 ,7.000
 ,0.987 ,0.938 ,-76.448 ,-18.172 ,14.883 ,153.434 ,0.906 ,7.000
 ,0.989 ,0.929 ,-75.013 ,-17.824 ,14.520 ,152.207 ,0.885 ,7.000
 ,0.994 ,0.973 ,-72.433 ,-17.976 ,15.958 ,145.165 ,0.842 ,7.000
 ,1.000 ,1.000 ,-72.584 ,-18.115 ,14.351 ,128.242 ,0.860 ,7.000
 ,0.994 ,0.971 ,-71.667 ,-18.257 ,16.168 ,140.608 ,0.855 ,7.000
 ,0.994 ,0.979 ,-73.828 ,-18.096 ,15.485 ,121.156 ,0.869 ,7.000
 ,0.990 ,0.953 ,-73.652 ,-17.950 ,14.443 ,99.228 ,0.848 ,7.000
 ,0.994 ,0.974 ,-71.441 ,-18.154 ,15.000 ,121.156 ,0.832 ,7.000
 ,1.000 ,0.976 ,-69.365 ,-17.904 ,16.918 ,156.191 ,0.849 ,7.000
 ,0.994 ,0.972 ,-69.963 ,-17.550 ,14.295 ,113.928 ,0.864 ,7.000
 ,0.994 ,0.975 ,-69.141 ,-17.862 ,14.280 ,108.874 ,0.891 ,7.000
 ,1.000 ,1.000 ,-67.127 ,-18.201 ,14.398 ,113.928 ,0.884 ,7.000
 ,0.995 ,0.971 ,-66.129 ,-17.673 ,16.144 ,118.521 ,0.893 ,7.000
 ,0.993 ,0.967 ,-73.701 ,-17.955 ,13.200 ,120.307 ,0.876 ,7.000
 ,0.995 ,0.978 ,-69.324 ,-17.805 ,15.242 ,118.521 ,0.901 ,7.000
 ,1.000 ,1.000 ,-68.668 ,-18.147 ,15.991 ,124.995 ,0.921 ,7.000
 ,0.988 ,0.943 ,-73.781 ,-18.249 ,14.942 ,148.395 ,0.869 ,7.000
 ,1.000 ,1.000 ,-74.729 ,-18.126 ,14.631 ,140.467 ,0.856 ,7.000
 ,1.000 ,1.000 ,-74.488 ,-17.879 ,14.433 ,118.981 ,0.855 ,7.000
 ,0.995 ,0.981 ,-72.609 ,-17.827 ,15.396 ,98.930 ,0.866 ,7.000
 ,0.993 ,0.977 ,-71.846 ,-18.261 ,15.473 ,148.692 ,0.874 ,7.000
 ,1.000 ,1.000 ,-72.848 ,-18.221 ,15.099 ,124.034 ,0.877 ,7.000
 ,0.994 ,1.000 ,-74.279 ,-18.252 ,14.609 ,116.108 ,0.890 ,7.000
 ,0.994 ,0.982 ,-70.489 ,-18.359 ,14.535 ,113.047 ,0.950 ,7.000
 ,1.000 ,0.977 ,-70.427 ,-18.082 ,15.960 ,132.168 ,0.910 ,7.000
 ,1.000 ,1.000 ,-72.927 ,-17.999 ,13.733 ,111.288 ,0.901 ,7.000
 ,0.994 ,0.980 ,-70.899 ,-17.814 ,15.910 ,123.910 ,0.929 ,7.000
 ,1.000 ,1.000 ,-74.423 ,-17.810 ,13.296 ,89.121 ,0.897 ,7.000
 ,1.000 ,1.000 ,-72.386 ,-17.935 ,14.102 ,123.538 ,0.886 ,7.000
 ,0.995 ,0.978 ,-71.997 ,-18.025 ,14.395 ,102.828 ,0.884 ,7.000
 ,0.988 ,0.946 ,-70.979 ,-17.862 ,15.627 ,128.112 ,0.869 ,7.000
 ,1.000 ,0.971 ,-74.309 ,-18.056 ,13.393 ,121.190 ,0.869 ,7.000
 ,1.000 ,1.000 ,-72.789 ,-18.188 ,13.643 ,113.814 ,0.873 ,7.000
 ,0.981 ,0.918 ,-71.804 ,-18.037 ,16.110 ,132.762 ,0.881 ,7.000
 ,1.000 ,1.000 ,-72.827 ,-18.030 ,14.570 ,116.050 ,0.874 ,7.000
 ,0.994 ,0.981 ,-73.424 ,-18.265 ,13.914 ,103.886 ,0.887 ,7.000
 ,1.000 ,1.000 ,-72.778 ,-17.989 ,14.668 ,123.662 ,0.880 ,7.000
 ,0.989 ,0.950 ,-71.611 ,-18.201 ,14.905 ,116.315 ,0.892 ,7.000
 ,1.000 ,1.000 ,-70.678 ,-18.147 ,15.557 ,128.234 ,0.901 ,7.000
 ,1.000 ,1.000 ,-72.475 ,-18.220 ,13.778 ,113.653 ,0.913 ,7.000
 ,1.000 ,0.982 ,-71.352 ,-18.209 ,14.765 ,106.578 ,0.900 ,7.000
 ,0.994 ,0.977 ,-74.655 ,-17.661 ,14.620 ,108.547 ,0.888 ,7.000
 ,0.994 ,0.971 ,-72.443 ,-18.265 ,14.917 ,123.848 ,0.893 ,7.000
 ,0.994 ,0.978 ,-75.319 ,-18.337 ,13.806 ,113.501 ,0.895 ,7.000
 ,1.000 ,1.000 ,-73.346 ,-18.714 ,13.722 ,128.113 ,0.913 ,7.000
 ,0.994 ,1.000 ,-70.232 ,-18.319 ,15.838 ,118.538 ,0.899 ,7.000
 ,0.995 ,0.979 ,-71.341 ,-18.160 ,14.643 ,108.481 ,0.899 ,7.000
 ,0.988 ,0.985 ,-71.765 ,-18.351 ,13.691 ,111.040 ,0.925 ,7.000
 ,0.994 ,0.981 ,-71.745 ,-18.395 ,15.714 ,121.126 ,0.891 ,7.000
 ,0.989 ,0.968 ,-70.173 ,-18.061 ,14.835 ,99.261 ,0.859 ,7.000
 ,0.989 ,0.966 ,-73.825 ,-18.412 ,15.021 ,118.981 ,0.881 ,7.000
 ,1.000 ,1.000 ,-69.724 ,-18.038 ,15.266 ,120.914 ,0.919 ,7.000
 ,0.985 ,0.962 ,-70.240 ,-18.159 ,14.928 ,99.228 ,0.930 ,7.000
 ,1.000 ,1.000 ,-71.953 ,-18.175 ,14.340 ,104.306 ,0.916 ,7.000
 ,1.000 ,1.000 ,-67.788 ,-17.740 ,16.418 ,116.224 ,0.886 ,7.000
